sha_full	sha_short	date	status	surfaces	old_scope	new_type	new_scope	new_subject	old_subject	note
4bbd2268b006e450e19f2fb9da5cfff6ebb40fa2	4bbd2268	2026-09-02	overridden	customer-web	web	feat	shared-web	feat(shared-web): premium design-system pass — elevation, motion, refined primitives	feat(web): premium design-system pass — elevation, motion, refined primitives	Ruling 1: design-system pass
c8fc86b69ca653d42718123f8c01a4f4b92a72d4	c8fc86b6	2026-09-02	ok	backend	backend	fix	backend	fix(backend): register favorites queries under correct unversioned IDs	fix(backend): register favorites queries under correct unversioned IDs	
255e81f8425819fabbbf7fc8c1b170005517e7df	255e81f8	2026-09-02	ok	customer-web	web	feat	customer-web	feat(customer-web): add bookmarks, calendar, inbox, search pages for mobile parity	feat(web): add bookmarks, calendar, inbox, search pages for mobile parity	legacy scope
50c73accb4190a8730b77381922212983e7450a7	50c73acc	2026-09-02	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): add Wallet, Loyalty, Invoices, History, Activity, Feedback, Promotions	feat(mobile): add Wallet, Loyalty, Invoices, History, Activity, Feedback, Promotions	legacy scope
546926adc95d504a167047527e533ab1fe26ca64	546926ad	2026-09-02	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): migrate all 11 profile sub-screens from hamo-app	feat(mobile): migrate all 11 profile sub-screens from hamo-app	legacy scope
47497618ca3b2d67f9c8f9625a5c4d5325970e1d	47497618	2026-09-02	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): migrate chat detail and call screens from hamo-app	feat(mobile): migrate chat detail and call screens from hamo-app	legacy scope
3d091e358118e615ccd0410a963cadeb8e57e37c	3d091e35	2026-09-02	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): migrate booking flow, e-receipt and cancel-booking screens	feat(mobile): migrate booking flow, e-receipt and cancel-booking screens	legacy scope
488390d0b738612e686e075185182b7429c6bcef	488390d0	2026-09-02	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): migrate home/search/services screens from hamo-app	feat(mobile): migrate home/search/services screens from hamo-app	legacy scope
5e45d366dd1b8399df289679565506c717487686	5e45d366	2026-09-02	ok	customer-web	shell	feat	customer-web	feat(customer-web): fixed-viewport responsive shell, no page scroll, no dead space	feat(shell): fixed-viewport responsive shell, no page scroll, no dead space	
6992975fb29d6b9f1ca21952e5b4ca36f0ddf125	6992975f	2026-09-02	ok	customer-web	booking	feat	customer-web	feat(customer-web): rebuild booking flow end to end on real data, both paths	feat(booking): rebuild booking flow end to end on real data, both paths	
c479cc13295cf96077654df075e9012507d8606b	c479cc13	2026-09-02	ok	customer-web	dashboard	fix	customer-web	fix(customer-web): remove invented sidebar content, fix OTP/password login bug	fix(dashboard): remove invented sidebar content, fix OTP/password login bug	
6a05ccbafb1710b4575c41cfa7619c4a61a4af88	6a05ccba	2026-09-02	ok	customer-web	dashboard	feat	customer-web	feat(customer-web): rebuild home dashboard on real data, redesign provider profile dialog	feat(dashboard): rebuild home dashboard on real data, redesign provider profile dialog	
85aa389a06dcdf57b3179b872d83d6fcecc21de5	85aa389a	2026-09-02	needs_split	backend,customer-web	services	feat			feat(services): rebuild Services + Providers end to end on real catalog/provider data	
d3553df2eff83e0bdd4e23202866847c9679fc9a	d3553df2	2026-09-02	ok	customer-web	timeline	fix	customer-web	fix(customer-web): standard tick color on Loyalty activity detail	fix(timeline): standard tick color on Loyalty activity detail	
b40b8556fbd852280e6a8a0d3524d56f8c886a54	b40b8556	2026-09-02	ok	customer-web	timeline	fix	customer-web	fix(customer-web): standard tick color and wider dialog on Invoices	fix(timeline): standard tick color and wider dialog on Invoices	
723606005847fe2c7cfe2e6f9a3a09b7ff74686a	72360600	2026-09-02	ok	customer-web	timeline	fix	customer-web	fix(customer-web): show full step checklist, one tick color, wider detail dialogs	fix(timeline): show full step checklist, one tick color, wider detail dialogs	
f1ef93b5bbf2ece3e0978c2fe015509b5df75e97	f1ef93b5	2026-09-02	needs_split	backend,customer-web	activity	feat			feat(activity): rebuild to match reference exactly — category-based dialog/panel split, real timeline writes	
180383ef2483058845c149ea662eabdfb21ac205	180383ef	2026-09-02	ok	customer-web	layout	fix	customer-web	fix(customer-web): stat cards span full width on Invoices	fix(layout): stat cards span full width on Invoices	
bc75b0e69b9f033821588081eb88647df039edc8	bc75b0e6	2026-09-02	ok	customer-web	layout	fix	customer-web	fix(customer-web): stat cards span full width on Promotions	fix(layout): stat cards span full width on Promotions	
02e96f8165de87c9dedaf4bae19a184aa2b059a7	02e96f81	2026-09-02	ok	customer-web	layout	fix	customer-web	fix(customer-web): stat cards span full width, matched-height detail column	fix(layout): stat cards span full width, matched-height detail column	
aee8abf01d20504b097c41669e00874af3d52410	aee8abf0	2026-09-01	needs_split	backend,customer-web	help	feat			feat(help): rebuild to match reference exactly — ticket detail panel, real derived timeline, fixed category bug	
09a2591c32f4018cf627619a2c23dc5dd58a082f	09a2591c	2026-09-01	needs_split	backend,customer-web	feedback	feat			feat(feedback): rebuild to match reference exactly — rating dialog, review details, real bulk ratings endpoint	
0ff453256065d177ca825d6e413a9d568f90bc44	0ff45325	2026-09-01	ok	customer-web	error-pages	feat	customer-web	feat(customer-web): redesign 404/error boundary to match reference image	feat(error-pages): redesign 404/error boundary to match reference image	
e432c75ead261f770b49da29289d2ea7a5d7f531	e432c75e	2026-09-01	needs_split	backend,customer-web	profile	feat			feat(profile): rebuild all 6 Settings tabs to match reference images exactly	
64cd47a6127fff1457d215573790675650e35f37	64cd47a6	2026-09-01	ok	customer-web	notifications	feat	customer-web	feat(customer-web): rebuild with real-data dialog/panel split by category	feat(notifications): rebuild with real-data dialog/panel split by category	
c8a75f25dadf582eba3baa5be489138a62aa5d6d	c8a75f25	2026-09-01	needs_split	backend,customer-web	promotions	feat			feat(promotions): rebuild to match reference exactly — stat cards, details panel, real ledger	
f4923746d7a8a4ec7005aa168788881da5330259	f4923746	2026-09-01	ok	customer-web	loyalty	feat	customer-web	feat(customer-web): rebuild to match reference exactly — tier card, redeem dialog, activity drawer	feat(loyalty): rebuild to match reference exactly — tier card, redeem dialog, activity drawer	
70e3e58db0093f86e0b33595169d413d27077df8	70e3e58d	2026-09-01	ok	customer-web	cards	fix	customer-web	fix(customer-web): match reference stat-card layout exactly across every list page	fix(cards): match reference stat-card layout exactly across every list page	
d5f54bde9deae2b71a3ef2127a3aa279a14526d3	d5f54bde	2026-09-01	needs_split	backend,customer-web	invoices	fix			fix(invoices): implement exact reference layout — paid dialog, pending squeeze panel	
c8958471d4b8a28e7b7b0c10b2a47bf66c005b46	c8958471	2026-09-01	ok	customer-web	invoices	fix	customer-web	fix(customer-web): match reference design exactly — pill tabs, payment method column	fix(invoices): match reference design exactly — pill tabs, payment method column	
64701d34fd621768efec6e60b07b72b81f5f8913	64701d34	2026-09-01	needs_split	backend,customer-web	invoices	feat			feat(invoices): redesign to match reference, add real Service/Provider columns	
342fc1ae55d734ff556551cbd2fc5c75e0c0293b	342fc1ae	2026-09-01	ok	customer-web	auth	fix	customer-web	fix(customer-web): synchronously apply refreshed token, preventing eternal empty pages	fix(auth): synchronously apply refreshed token, preventing eternal empty pages	
9dd06ec00110ee0e02ddd9b7481ff1a574b22cad	9dd06ec0	2026-09-01	ok	customer-web	tools	refactor	customer-web	refactor(customer-web): convert Notifications/Activity/Feedback/Help to Bookings-style tables	refactor(tools): convert Notifications/Activity/Feedback/Help to Bookings-style tables	
5f5e2f90252226014252daa4277bf3a2b455ca72	5f5e2f90	2026-09-01	ok	customer-web	rewards	refactor	customer-web	refactor(customer-web): convert Loyalty/Promotions to Bookings-style tables	refactor(rewards): convert Loyalty/Promotions to Bookings-style tables	
21b39085b111936eecab07cc9f7aaa732ac22ae4	21b39085	2026-09-01	ok	customer-web	financial	refactor	customer-web	refactor(customer-web): convert Wallet/Payments/Invoices/History to Bookings-style tables	refactor(financial): convert Wallet/Payments/Invoices/History to Bookings-style tables	
28d6470fc1afc12795c07d2d1e9fa8d7ee6df983	28d6470f	2026-09-01	ok	customer-web	bookings	refactor	customer-web	refactor(customer-web): extract shared table/filter components	refactor(bookings): extract shared table/filter components	
7c17d6feb8be3271d5f6e9a94c8b02be47fb9ab4	7c17d6fe	2026-09-01	ok	customer-web	bookings	feat	customer-web	feat(customer-web): wire My Bookings to real data, add Booking details modal	feat(bookings): wire My Bookings to real data, add Booking details modal	
8b645bdc8eb8760ed2334bc389df1b1b5c80b9e3	8b645bdc	2026-09-01	ok	customer-web	history	feat	customer-web	feat(customer-web): broaden from bookings-only to a cross-platform history feed	feat(history): broaden from bookings-only to a cross-platform history feed	
c58d8be0c1836bb1e716fc33c91899fee298bc7c	c58d8be0	2026-09-01	ok	customer-web	payments	feat	customer-web	feat(customer-web): redesign to match reference — stat cards, modal add-flow, charge detail drawer	feat(payments): redesign to match reference — stat cards, modal add-flow, charge detail drawer	
e15f847e4152d655605f42f6f66555201703c618	e15f847e	2026-09-01	ok	customer-web	help	feat	customer-web	feat(customer-web): new Help page with real support ticket threads	feat(help): new Help page with real support ticket threads	
797da8c3b5aa763ad3504278649a8e3a37cba99c	797da8c3	2026-09-01	ok	customer-web	feedback	feat	customer-web	feat(customer-web): new Feedback page for rating completed bookings	feat(feedback): new Feedback page for rating completed bookings	
f915c5db36175b25f5de53530fe79b64dcb9e30d	f915c5db	2026-09-01	ok	customer-web	profile	feat	customer-web	feat(customer-web): rebuild Profile & Settings on real account APIs	feat(profile): rebuild Profile & Settings on real account APIs	
36a3624c07ede871ae886524eef4a18f52f5df3c	36a3624c	2026-09-01	ok	customer-web	activity	feat	customer-web	feat(customer-web): shared empty state and staggered card animation	feat(activity): shared empty state and staggered card animation	
b6107d147132c3d39646a413d1046ea4f170a293	b6107d14	2026-09-01	ok	customer-web	notifications	feat	customer-web	feat(customer-web): shared empty state and staggered card animation	feat(notifications): shared empty state and staggered card animation	
c34be2964e05e4e5adc28ab88b9f2e98bc001798	c34be296	2026-09-01	ok	customer-web	promotions	feat	customer-web	feat(customer-web): contextual empty state and staggered card animation	feat(promotions): contextual empty state and staggered card animation	
cbf6dd293d5ae235a3a55b6f396b166923eff5bf	cbf6dd29	2026-09-01	ok	customer-web	loyalty	feat	customer-web	feat(customer-web): card-based ledger rows with contextual empty state	feat(loyalty): card-based ledger rows with contextual empty state	
f7cea4ba99267a8670b69034b3bdfa65a7350d46	f7cea4ba	2026-09-01	ok	customer-web	history	feat	customer-web	feat(customer-web): contextual empty state and staggered card animation	feat(history): contextual empty state and staggered card animation	
eb08820ab5ccd59e5556671d410f7ba7ceeb7359	eb08820a	2026-09-01	needs_split	backend,customer-web	invoices	feat			feat(invoices): new Invoices page with expandable line-item detail	
08a05926b319b5cdb8a5c4eb921e6198cdf5f391	08a05926	2026-09-01	needs_split	backend,customer-web	payments	feat			feat(payments): new Payments page wired to real payment methods + charge history	
ef804632398e4f20a8d1d69f0dbd9c67d7f6d105	ef804632	2026-09-01	ok	customer-web	wallet	feat	customer-web	feat(customer-web): card-based ledger rows with contextual empty state	feat(wallet): card-based ledger rows with contextual empty state	
f0fc0c22a2bc36f725c5963285c22292e29d1f19	f0fc0c22	2026-09-01	ok	customer-web	booking	feat	customer-web	feat(customer-web): end-to-end booking creation flow wired to real backend	feat(booking): end-to-end booking creation flow wired to real backend	
5b279d246c7f584bc223c69b05c1caeb4b44d9ce	5b279d24	2026-09-01	ok	customer-web	providers	feat	customer-web	feat(customer-web): category-filtered provider selection from Services	feat(providers): category-filtered provider selection from Services	
00b5ea561892e6a409740d3d36a5262221fcee97	00b5ea56	2026-09-01	ok	customer-web	services	feat	customer-web	feat(customer-web): rebrand, working search/filters, contextual empty state	feat(services): rebrand, working search/filters, contextual empty state	
187d5204ded5ef1620c3fd44fd02a8b141fff2b2	187d5204	2026-09-01	ok	customer-web	bookings	feat	customer-web	feat(customer-web): full-width shell + animated contextual empty states	feat(bookings): full-width shell + animated contextual empty states	
77f8fe35fefd8b51fab33dc3577e6a6f393f7a89	77f8fe35	2026-09-01	needs_split	backend,cicd,customer-mobile,customer-web,repo		chore			chore: initial commit - FIXO-APP monorepo baseline	
